env_name,reward_type,agent_type,num_seeds,total_episodes,success_rate_mean,success_rate_std,successful_return_mean,successful_return_std,inference_time_mean,inference_time_std
BaseMotion3D-v0,sparse,ppo,5,320,0.003125,0.006987712429686844,-1.0,0.0,0.003314779877013734,0.00019623744448157986
BaseMotion3D-v0,dense,ppo,5,250,0.1,0.046904157598234304,-28.68886902218774,13.770247148813722,0.003076128507309186,0.00011533867694831225
DynObstruction2D-o1-v0,sparse,ppo,5,265,0.07560784313725491,0.04535680239236761,-29.2,8.59030461237163,0.006098323862997863,0.00038015490697657604
DynPushPullHook2D-o5-v0,sparse,ppo,5,320,0.0,0.0,,,0.017065939027816057,0.0003158746657605651
Motion2D-p0-v0,sparse,ppo,5,274,0.8,0.4472135954999579,-39.63931075460487,0.09771428247050543,0.0022389273654186137,0.002222862315272415
StickButton2D-b1-v0,sparse,ppo,5,250,0.14000000000000004,0.14764823060233404,-16.99,7.387241253223921,0.0055870519650078505,0.0008722019236915475
SweepIntoDrawer3D-o5-v0,sparse,ppo,5,320,0.0,0.0,,,0.026554546057013795,0.0009689937396992543
TidyBot3D-cupboard_real-o1-v0,sparse,ppo,5,320,0.0,0.0,,,0.02007250099995872,0.0011489087532449058
Transport3D-o2-v0,sparse,ppo,5,320,0.0,0.0,,,0.0446904984943103,0.003733471776272013
